"Surface","WRank","Year"
"Hard",104,2001
"Hard",9,2001
"Hard",100,2001
"Hard",15,2001
"Hard",140,2001
"Hard",36,2001
"Hard",18,2001
"Hard",193,2001
"Hard",101,2001
"Hard",109,2001
"Hard",117,2001
"Hard",28,2001
"Hard",114,2001
"Hard",22,2001
"Hard",120,2001
"Hard",81,2001
"Hard",121,2001
"Hard",102,2001
"Hard",100,2001
"Hard",15,2001
"Hard",18,2001
"Hard",101,2001
"Hard",28,2001
"Hard",22,2001
"Hard",120,2001
"Hard",102,2001
"Hard",101,2001
"Hard",28,2001
"Hard",120,2001
"Hard",15,2001
"Hard",120,2001
"Hard",15,2001
"Hard",60,2001
"Hard",79,2001
"Hard",90,2001
"Hard",38,2001
"Hard",12,2001
"Hard",4,2001
"Hard",134,2001
"Hard",45,2001
"Hard",65,2001
"Hard",29,2001
"Hard",43,2001
"Hard",55,2001
"Hard",542,2001
"Hard",32,2001
"Hard",52,2001
"Hard",38,2001
"Hard",4,2001
"Hard",45,2001
"Hard",29,2001
"Hard",43,2001
"Hard",542,2001
"Hard",32,2001
"Hard",52,2001
"Hard",38,2001
"Hard",45,2001
"Hard",43,2001
"Hard",32,2001
"Hard",38,2001
"Hard",45,2001
"Hard",38,2001
"Hard",61,2002
"Hard",50,2002
"Hard",205,2002
"Hard",49,2002
"Hard",12,2002
"Hard",44,2002
"Hard",36,2002
"Hard",45,2002
"Hard",458,2002
"Hard",28,2002
"Hard",30,2002
"Hard",11,2002
"Hard",29,2002
"Hard",99,2002
"Hard",51,2002
"Hard",60,2002
"Hard",61,2002
"Hard",49,2002
"Hard",12,2002
"Hard",44,2002
"Hard",36,2002
"Hard",45,2002
"Hard",28,2002
"Hard",30,2002
"Hard",49,2002
"Hard",44,2002
"Hard",28,2002
"Hard",30,2002
"Hard",49,2002
"Hard",30,2002
"Hard",30,2002
"Hard",53,2002
"Hard",14,2002
"Hard",67,2002
"Hard",32,2002
"Hard",13,2002
"Hard",63,2002
"Hard",82,2002
"Hard",115,2002
"Hard",35,2002
"Hard",27,2002
"Hard",47,2002
"Hard",15,2002
"Hard",40,2002
"Hard",86,2002
"Hard",39,2002
"Hard",53,2002
"Hard",67,2002
"Hard",32,2002
"Hard",13,2002
"Hard",115,2002
"Hard",35,2002
"Hard",47,2002
"Hard",15,2002
"Hard",13,2002
"Hard",35,2002
"Hard",15,2002
"Hard",67,2002
"Hard",13,2002
"Hard",13,2002
"Carpet",23,2002
"Carpet",84,2002
"Carpet",20,2002
"Carpet",29,2002
"Carpet",13,2002
"Carpet",3,2002
"Carpet",127,2002
"Carpet",43,2002
"Carpet",30,2002
"Carpet",92,2002
"Carpet",87,2002
"Carpet",74,2002
"Carpet",27,2002
"Carpet",39,2002
"Carpet",20,2002
"Carpet",29,2002
"Carpet",13,2002
"Carpet",37,2002
"Carpet",30,2002
"Carpet",87,2002
"Carpet",74,2002
"Carpet",27,2002
"Carpet",29,2002
"Carpet",13,2002
"Carpet",30,2002
"Carpet",87,2002
"Carpet",13,2002
"Carpet",87,2002
"Carpet",87,2002
"Hard",93,2002
"Hard",147,2002
"Hard",130,2002
"Hard",134,2002
"Hard",87,2002
"Hard",141,2002
"Hard",113,2002
"Hard",16,2002
"Hard",126,2002
"Hard",96,2002
"Hard",55,2002
"Hard",42,2002
"Hard",312,2002
"Hard",114,2002
"Hard",123,2002
"Hard",93,2002
"Hard",141,2002
"Hard",113,2002
"Hard",16,2002
"Hard",79,2002
"Hard",96,2002
"Hard",55,2002
"Hard",42,2002
"Hard",93,2002
"Hard",141,2002
"Hard",96,2002
"Hard",55,2002
"Hard",93,2002
"Hard",96,2002
"Hard",93,2002
"Hard",23,2002
"Hard",59,2002
"Hard",190,2002
"Hard",48,2002
"Hard",24,2002
"Hard",27,2002
"Hard",3,2002
"Hard",369,2002
"Hard",9,2002
"Hard",4,2002
"Hard",34,2002
"Hard",128,2002
"Hard",30,2002
"Hard",26,2002
"Hard",112,2002
"Hard",24,2002
"Hard",27,2002
"Hard",3,2002
"Hard",9,2002
"Hard",4,2002
"Hard",99,2002
"Hard",128,2002
"Hard",30,2002
"Hard",24,2002
"Hard",27,2002
"Hard",4,2002
"Hard",99,2002
"Hard",24,2002
"Hard",27,2002
"Hard",24,2002
"Clay",78,2002
"Clay",54,2002
"Clay",146,2002
"Clay",81,2002
"Clay",45,2002
"Clay",94,2002
"Clay",19,2002
"Clay",35,2002
"Clay",101,2002
"Clay",62,2002
"Clay",46,2002
"Clay",109,2002
"Clay",286,2002
"Clay",63,2002
"Clay",65,2002
"Clay",78,2002
"Clay",146,2002
"Clay",94,2002
"Clay",68,2002
"Clay",19,2002
"Clay",101,2002
"Clay",62,2002
"Clay",146,2002
"Clay",94,2002
"Clay",19,2002
"Clay",101,2002
"Clay",94,2002
"Clay",19,2002
"Clay",94,2002
"Clay",73,2002
"Clay",74,2002
"Clay",53,2002
"Clay",54,2002
"Clay",19,2002
"Clay",203,2002
"Clay",35,2002
"Clay",37,2002
"Clay",90,2002
"Clay",70,2002
"Clay",48,2002
"Clay",36,2002
"Clay",79,2002
"Clay",56,2002
"Clay",78,2002
"Clay",73,2002
"Clay",74,2002
"Clay",53,2002
"Clay",203,2002
"Clay",90,2002
"Clay",48,2002
"Clay",78,2002
"Clay",74,2002
"Clay",53,2002
"Clay",203,2002
"Clay",90,2002
"Clay",74,2002
"Clay",90,2002
"Clay",90,2002
"Hard",44,2002
"Hard",64,2002
"Hard",380,2002
"Hard",105,2002
"Hard",23,2002
"Hard",180,2002
"Hard",178,2002
"Hard",5,2002
"Hard",32,2002
"Hard",82,2002
"Hard",151,2002
"Hard",17,2002
"Hard",98,2002
"Hard",51,2002
"Hard",71,2002
"Hard",41,2002
"Hard",64,2002
"Hard",23,2002
"Hard",5,2002
"Hard",32,2002
"Hard",82,2002
"Hard",17,2002
"Hard",71,2002
"Hard",41,2002
"Hard",64,2002
"Hard",23,2002
"Hard",32,2002
"Hard",17,2002
"Hard",64,2002
"Hard",17,2002
"Hard",17,2002
"Hard",45,2002
"Hard",20,2002
"Hard",22,2002
"Hard",13,2002
"Hard",10,2002
"Hard",11,2002
"Hard",129,2002
"Hard",9,2002
"Hard",4,2002
"Hard",102,2002
"Hard",33,2002
"Hard",38,2002
"Hard",34,2002
"Hard",7,2002
"Hard",27,2002
"Hard",39,2002
"Hard",45,2002
"Hard",22,2002
"Hard",10,2002
"Hard",11,2002
"Hard",129,2002
"Hard",33,2002
"Hard",39,2002
"Hard",22,2002
"Hard",10,2002
"Hard",11,2002
"Hard",33,2002
"Hard",22,2002
"Hard",11,2002
"Hard",22,2002
"Clay",94,2002
"Clay",46,2002
"Clay",59,2002
"Clay",115,2002
"Clay",87,2002
"Clay",6,2002
"Clay",57,2002
"Clay",71,2002
"Clay",60,2002
"Clay",32,2002
"Clay",25,2002
"Clay",75,2002
"Clay",79,2002
"Clay",46,2002
"Clay",71,2002
"Clay",60,2002
"Clay",32,2002
"Clay",75,2002
"Clay",79,2002
"Clay",67,2002
"Clay",46,2002
"Clay",71,2002
"Clay",60,2002
"Clay",32,2002
"Clay",71,2002
"Clay",32,2002
"Clay",32,2002
"Hard",104,2002
"Hard",21,2002
"Hard",14,2002
"Hard",9,2002
"Hard",11,2002
"Hard",10,2002
"Hard",4,2002
"Hard",47,2002
"Hard",33,2002
"Hard",38,2002
"Hard",17,2002
"Hard",136,2002
"Hard",26,2002
"Hard",28,2002
"Hard",40,2002
"Hard",11,2002
"Hard",4,2002
"Hard",33,2002
"Hard",17,2002
"Hard",26,2002
"Hard",40,2002
"Hard",21,2002
"Hard",10,2002
"Hard",17,2002
"Hard",26,2002
"Hard",21,2002
"Hard",26,2002
"Hard",26,2002
"Hard",5,2002
"Hard",91,2002
"Hard",52,2002
"Hard",142,2002
"Hard",48,2002
"Hard",22,2002
"Hard",1,2002
"Hard",27,2002
"Hard",70,2002
"Hard",74,2002
"Hard",13,2002
"Hard",31,2002
"Hard",90,2002
"Hard",61,2002
"Hard",62,2002
"Hard",73,2002
"Hard",5,2002
"Hard",91,2002
"Hard",52,2002
"Hard",48,2002
"Hard",22,2002
"Hard",1,2002
"Hard",70,2002
"Hard",13,2002
"Hard",5,2002
"Hard",22,2002
"Hard",1,2002
"Hard",13,2002
"Hard",5,2002
"Hard",1,2002
"Hard",1,2002
"Hard",79,2002
"Hard",82,2002
"Hard",134,2002
"Hard",23,2002
"Hard",74,2002
"Hard",93,2002
"Hard",144,2002
"Hard",56,2002
"Hard",68,2002
"Hard",75,2002
"Hard",13,2002
"Hard",92,2002
"Hard",88,2002
"Hard",60,2002
"Hard",72,2002
"Hard",82,2002
"Hard",23,2002
"Hard",113,2002
"Hard",144,2002
"Hard",13,2002
"Hard",88,2002
"Hard",60,2002
"Hard",82,2002
"Hard",23,2002
"Hard",13,2002
"Hard",60,2002
"Hard",13,2002
"Hard",60,2002
"Hard",60,2002
"Hard",5,2002
"Hard",123,2002
"Hard",41,2002
"Hard",18,2002
"Hard",48,2002
"Hard",52,2002
"Hard",44,2002
"Hard",32,2002
"Hard",33,2002
"Hard",25,2002
"Hard",112,2002
"Hard",26,2002
"Hard",37,2002
"Hard",12,2002
"Hard",40,2002
"Hard",69,2002
"Hard",5,2002
"Hard",123,2002
"Hard",41,2002
"Hard",48,2002
"Hard",32,2002
"Hard",25,2002
"Hard",112,2002
"Hard",40,2002
"Hard",5,2002
"Hard",123,2002
"Hard",32,2002
"Hard",40,2002
"Hard",5,2002
"Hard",123,2002
"Hard",5,2002
"Hard",63,2002
"Hard",41,2002
"Hard",18,2002
"Hard",30,2002
"Hard",22,2002
"Hard",23,2002
"Hard",14,2002
"Hard",27,2002
"Hard",62,2002
"Hard",60,2002
"Hard",6,2002
"Hard",11,2002
"Hard",1,2002
"Hard",3,2002
"Hard",47,2002
"Hard",51,2002
"Hard",44,2002
"Hard",84,2002
"Hard",64,2002
"Hard",46,2002
"Hard",15,2002
"Hard",31,2002
"Hard",35,2002
"Hard",38,2002
"Hard",8,2002
"Hard",13,2002
"Hard",20,2002
"Hard",85,2002
"Hard",37,2002
"Hard",55,2002
"Hard",68,2002
"Hard",69,2002
"Hard",63,2002
"Hard",41,2002
"Hard",22,2002
"Hard",14,2002
"Hard",27,2002
"Hard",62,2002
"Hard",11,2002
"Hard",1,2002
"Hard",3,2002
"Hard",84,2002
"Hard",64,2002
"Hard",35,2002
"Hard",8,2002
"Hard",13,2002
"Hard",20,2002
"Hard",37,2002
"Hard",22,2002
"Hard",62,2002
"Hard",11,2002
"Hard",1,2002
"Hard",3,2002
"Hard",64,2002
"Hard",13,2002
"Hard",37,2002
"Hard",11,2002
"Hard",1,2002
"Hard",64,2002
"Hard",13,2002
"Hard",11,2002
"Hard",1,2002
"Hard",1,2002
"Hard",48,2002
"Hard",49,2002
"Hard",81,2002
"Hard",58,2002
"Hard",37,2002
"Hard",84,2002
"Hard",50,2002
"Hard",97,2002
"Hard",86,2002
"Hard",150,2002
"Hard",55,2002
"Hard",56,2002
"Hard",62,2002
"Hard",75,2002
"Hard",136,2002
"Hard",126,2002
"Hard",47,2002
"Hard",60,2002
"Hard",40,2002
"Hard",54,2002
"Hard",139,2002
"Hard",66,2002
"Hard",140,2002
"Hard",38,2002
"Hard",82,2002
"Hard",52,2002
"Hard",57,2002
"Hard",67,2002
"Hard",80,2002
"Hard",71,2002
"Hard",76,2002
"Hard",10,2002
"Hard",24,2002
"Hard",49,2002
"Hard",58,2002
"Hard",37,2002
"Hard",97,2002
"Hard",18,2002
"Hard",20,2002
"Hard",26,2002
"Hard",14,2002
"Hard",3,2002
"Hard",29,2002
"Hard",56,2002
"Hard",62,2002
"Hard",8,2002
"Hard",5,2002
"Hard",6,2002
"Hard",1,2002
"Hard",136,2002
"Hard",9,2002
"Hard",4,2002
"Hard",22,2002
"Hard",34,2002
"Hard",15,2002
"Hard",28,2002
"Hard",25,2002
"Hard",33,2002
"Hard",7,2002
"Hard",13,2002
"Hard",76,2002
"Hard",10,2002
"Hard",49,2002
"Hard",37,2002
"Hard",18,2002
"Hard",14,2002
"Hard",56,2002
"Hard",62,2002
"Hard",6,2002
"Hard",1,2002
"Hard",9,2002
"Hard",22,2002
"Hard",28,2002
"Hard",33,2002
"Hard",7,2002
"Hard",57,2002
"Hard",76,2002
"Hard",10,2002
"Hard",1,2002
"Hard",22,2002
"Hard",28,2002
"Hard",33,2002
"Hard",7,2002
"Hard",10,2002
"Hard",14,2002
"Hard",1,2002
"Hard",33,2002
"Hard",14,2002
"Clay",222,2002
"Clay",97,2002
"Clay",61,2002
"Clay",17,2002
"Clay",494,2002
"Clay",20,2002
"Clay",123,2002
"Clay",84,2002
"Clay",196,2002
"Clay",136,2002
"Clay",87,2002
"Clay",76,2002
"Clay",109,2002
"Clay",75,2002
"Clay",61,2002
"Clay",17,2002
"Clay",73,2002
"Clay",20,2002
"Clay",196,2002
"Clay",136,2002
"Clay",76,2002
"Clay",75,2002
"Clay",61,2002
"Clay",17,2002
"Clay",20,2002
"Clay",75,2002
"Clay",17,2002
"Clay",20,2002
"Clay",20,2002
"Clay",81,2002
"Clay",98,2002
"Clay",3,2002
"Clay",62,2002
"Clay",116,2002
"Clay",121,2002
"Clay",59,2002
"Clay",39,2002
"Clay",29,2002
"Clay",47,2002
"Clay",66,2002
"Clay",7,2002
"Clay",31,2002
"Clay",274,2002
"Clay",65,2002
"Clay",39,2002
"Clay",29,2002
"Clay",47,2002
"Clay",66,2002
"Clay",7,2002
"Clay",31,2002
"Clay",274,2002
"Clay",59,2002
"Clay",29,2002
"Clay",47,2002
"Clay",66,2002
"Clay",47,2002
"Clay",66,2002
"Clay",47,2002
"Clay",24,2002
"Clay",17,2002
"Clay",28,2002
"Clay",19,2002
"Clay",29,2002
"Clay",99,2002
"Clay",18,2002
"Clay",11,2002
"Clay",4,2002
"Clay",589,2002
"Clay",61,2002
"Clay",8,2002
"Clay",7,2002
"Clay",5,2002
"Clay",84,2002
"Clay",66,2002
"Clay",9,2002
"Clay",47,2002
"Clay",40,2002
"Clay",112,2002
"Clay",43,2002
"Clay",37,2002
"Clay",65,2002
"Clay",26,2002
"Clay",35,2002
"Clay",15,2002
"Clay",30,2002
"Clay",23,2002
"Clay",13,2002
"Clay",6,2002
"Clay",76,2002
"Clay",44,2002
"Clay",28,2002
"Clay",19,2002
"Clay",29,2002
"Clay",4,2002
"Clay",8,2002
"Clay",7,2002
"Clay",5,2002
"Clay",9,2002
"Clay",37,2002
"Clay",26,2002
"Clay",35,2002
"Clay",15,2002
"Clay",30,2002
"Clay",23,2002
"Clay",13,2002
"Clay",6,2002
"Clay",29,2002
"Clay",8,2002
"Clay",7,2002
"Clay",5,2002
"Clay",9,2002
"Clay",26,2002
"Clay",6,2002
"Clay",4,2002
"Clay",8,2002
"Clay",5,2002
"Clay",26,2002
"Clay",4,2002
"Clay",26,2002
"Clay",110,2002
"Clay",140,2002
"Clay",60,2002
"Clay",25,2002
"Clay",50,2002
"Clay",27,2002
"Clay",135,2002
"Clay",58,2002
"Clay",64,2002
"Clay",62,2002
"Clay",157,2002
"Clay",82,2002
"Clay",22,2002
"Clay",131,2002
"Clay",41,2002
"Clay",37,2002
"Clay",20,2002
"Clay",31,2002
"Clay",193,2002
"Clay",114,2002
"Clay",69,2002
"Clay",76,2002
"Clay",57,2002
"Clay",17,2002
"Clay",18,2002
"Clay",27,2002
"Clay",2,2002
"Clay",135,2002
"Clay",64,2002
"Clay",1,2002
"Clay",62,2002
"Clay",22,2002
"Clay",37,2002
"Clay",20,2002
"Clay",31,2002
"Clay",114,2002
"Clay",76,2002
"Clay",57,2002
"Clay",17,2002
"Clay",18,2002
"Clay",27,2002
"Clay",19,2002
"Clay",64,2002
"Clay",1,2002
"Clay",37,2002
"Clay",114,2002
"Clay",17,2002
"Clay",27,2002
"Clay",64,2002
"Clay",1,2002
"Clay",27,2002
"Clay",64,2002
"Clay",10,2002
"Clay",94,2002
"Clay",42,2002
"Clay",112,2002
"Clay",87,2002
"Clay",198,2002
"Clay",83,2002
"Clay",7,2002
"Clay",85,2002
"Clay",46,2002
"Clay",95,2002
"Clay",72,2002
"Clay",210,2002
"Clay",13,2002
"Clay",14,2002
"Clay",80,2002
"Clay",10,2002
"Clay",94,2002
"Clay",42,2002
"Clay",198,2002
"Clay",46,2002
"Clay",72,2002
"Clay",13,2002
"Clay",14,2002
"Clay",10,2002
"Clay",198,2002
"Clay",13,2002
"Clay",14,2002
"Clay",13,2002
"Clay",14,2002
"Clay",13,2002
"Clay",197,2002
"Clay",105,2002
"Clay",95,2002
"Clay",61,2002
"Clay",37,2002
"Clay",2,2002
"Clay",62,2002
"Clay",762,2002
"Clay",54,2002
"Clay",158,2002
"Clay",94,2002
"Clay",82,2002
"Clay",70,2002
"Clay",74,2002
"Clay",68,2002
"Clay",61,2002
"Clay",37,2002
"Clay",63,2002
"Clay",2,2002
"Clay",54,2002
"Clay",70,2002
"Clay",74,2002
"Clay",68,2002
"Clay",61,2002
"Clay",37,2002
"Clay",54,2002
"Clay",68,2002
"Clay",37,2002
"Clay",54,2002
"Clay",37,2002
"Clay",55,2002
"Clay",26,2002
"Clay",87,2002
"Clay",19,2002
"Clay",122,2002
"Clay",7,2002
"Clay",47,2002
"Clay",21,2002
"Clay",57,2002
"Clay",15,2002
"Clay",28,2002
"Clay",131,2002
"Clay",29,2002
"Clay",206,2002
"Clay",42,2002
"Clay",77,2002
"Clay",55,2002
"Clay",87,2002
"Clay",19,2002
"Clay",7,2002
"Clay",21,2002
"Clay",29,2002
"Clay",206,2002
"Clay",77,2002
"Clay",19,2002
"Clay",29,2002
"Clay",206,2002
"Clay",19,2002
"Clay",29,2002
"Clay",19,2002
"Clay",9,2002
"Clay",40,2002
"Clay",57,2002
"Clay",26,2002
"Clay",48,2002
"Clay",21,2002
"Clay",44,2002
"Clay",170,2002
"Clay",117,2002
"Clay",58,2002
"Clay",55,2002
"Clay",10,2002
"Clay",7,2002
"Clay",1,2002
"Clay",83,2002
"Clay",49,2002
"Clay",2,2002
"Clay",36,2002
"Clay",37,2002
"Clay",45,2002
"Clay",61,2002
"Clay",25,2002
"Clay",32,2002
"Clay",15,2002
"Clay",29,2002
"Clay",144,2002
"Clay",39,2002
"Clay",14,2002
"Clay",6,2002
"Clay",9,2002
"Clay",40,2002
"Clay",57,2002
"Clay",21,2002
"Clay",24,2002
"Clay",44,2002
"Clay",55,2002
"Clay",10,2002
"Clay",7,2002
"Clay",36,2002
"Clay",37,2002
"Clay",61,2002
"Clay",25,2002
"Clay",15,2002
"Clay",39,2002
"Clay",14,2002
"Clay",9,2002
"Clay",40,2002
"Clay",21,2002
"Clay",7,2002
"Clay",25,2002
"Clay",15,2002
"Clay",39,2002
"Clay",14,2002
"Clay",9,2002
"Clay",7,2002
"Clay",15,2002
"Clay",14,2002
"Clay",9,2002
"Clay",7,2002
"Clay",60,2002
"Clay",16,2002
"Clay",25,2002
"Clay",21,2002
"Clay",19,2002
"Clay",18,2002
"Clay",14,2002
"Clay",50,2002
"Clay",44,2002
"Clay",10,2002
"Clay",2,2002
"Clay",6,2002
"Clay",1,2002
"Clay",8,2002
"Clay",53,2002
"Clay",7,2002
"Clay",51,2002
"Clay",48,2002
"Clay",39,2002
"Clay",20,2002
"Clay",15,2002
"Clay",26,2002
"Clay",138,2002
"Clay",35,2002
"Clay",13,2002
"Clay",5,2002
"Clay",72,2002
"Clay",34,2002
"Clay",28,2002
"Clay",67,2002
"Clay",61,2002
"Clay",60,2002
"Clay",16,2002
"Clay",25,2002
"Clay",18,2002
"Clay",14,2002
"Clay",2,2002
"Clay",1,2002
"Clay",53,2002
"Clay",7,2002
"Clay",39,2002
"Clay",15,2002
"Clay",35,2002
"Clay",13,2002
"Clay",5,2002
"Clay",67,2002
"Clay",61,2002
"Clay",60,2002
"Clay",14,2002
"Clay",1,2002
"Clay",53,2002
"Clay",7,2002
"Clay",39,2002
"Clay",35,2002
"Clay",5,2002
"Clay",14,2002
"Clay",39,2002
"Clay",35,2002
"Clay",5,2002
"Clay",14,2002
"Clay",46,2002
"Clay",82,2002
"Clay",53,2002
"Clay",54,2002
"Clay",72,2002
"Clay",56,2002
"Clay",39,2002
"Clay",89,2002
"Clay",31,2002
"Clay",138,2002
"Clay",58,2002
"Clay",66,2002
"Clay",65,2002
"Clay",85,2002
"Clay",68,2002
"Clay",72,2002
"Clay",31,2002
"Clay",138,2002
"Clay",66,2002
"Clay",65,2002
"Clay",85,2002
"Clay",71,2002
"Clay",31,2002
"Clay",85,2002
"Clay",71,2002
"Clay",31,2002
"Clay",71,2002
"Clay",31,2002
"Grass",99,2002
"Grass",7,2002
"Grass",6,2002
"Grass",66,2002
"Grass",41,2002
"Grass",46,2002
"Grass",37,2002
"Grass",21,2002
"Grass",118,2002
"Grass",206,2002
"Grass",13,2002
"Grass",23,2002
"Grass",67,2002
"Grass",99,2002
"Grass",10,2002
"Grass",7,2002
"Grass",6,2002
"Grass",66,2002
"Grass",118,2002
"Grass",52,2002
"Grass",67,2002
"Grass",99,2002
"Grass",10,2002
"Grass",6,2002
"Grass",66,2002
"Grass",6,2002
"Grass",66,2002
"Grass",6,2002
"Grass",126,2002
"Grass",463,2002
"Grass",172,2002
"Grass",47,2002
"Grass",148,2002
"Grass",51,2002
"Grass",122,2002
"Grass",111,2002
"Grass",74,2002
"Grass",117,2002
"Grass",185,2002
"Grass",96,2002
"Grass",44,2002
"Grass",98,2002
"Grass",213,2002
"Grass",110,2002
"Grass",65,2002
"Grass",114,2002
"Grass",177,2002
"Grass",72,2002
"Grass",81,2002
"Grass",73,2002
"Grass",79,2002
"Grass",58,2002
"Grass",126,2002
"Grass",47,2002
"Grass",51,2002
"Grass",122,2002
"Grass",5,2002
"Grass",1,2002
"Grass",74,2002
"Grass",117,2002
"Grass",35,2002
"Grass",44,2002
"Grass",110,2002
"Grass",65,2002
"Grass",177,2002
"Grass",34,2002
"Grass",81,2002
"Grass",73,2002
"Grass",126,2002
"Grass",47,2002
"Grass",5,2002
"Grass",1,2002
"Grass",117,2002
"Grass",44,2002
"Grass",34,2002
"Grass",5,2002
"Grass",1,2002
"Grass",34,2002
"Grass",5,2002
"Grass",1,2002
"Grass",1,2002
"Grass",113,2002
"Grass",60,2002
"Grass",52,2002
"Grass",40,2002
"Grass",46,2002
"Grass",146,2002
"Grass",105,2002
"Grass",66,2002
"Grass",176,2002
"Grass",38,2002
"Grass",48,2002
"Grass",37,2002
"Grass",110,2002
"Grass",64,2002
"Grass",113,2002
"Grass",60,2002
"Grass",46,2002
"Grass",146,2002
"Grass",38,2002
"Grass",37,2002
"Grass",110,2002
"Grass",113,2002
"Grass",60,2002
"Grass",46,2002
"Grass",38,2002
"Grass",113,2002
"Grass",60,2002
"Grass",60,2002
"Grass",362,2002
"Grass",17,2002
"Grass",42,2002
"Grass",91,2002
"Grass",33,2002
"Grass",127,2002
"Grass",1,2002
"Grass",118,2002
"Grass",30,2002
"Grass",86,2002
"Grass",166,2002
"Grass",31,2002
"Grass",61,2002
"Grass",362,2002
"Grass",17,2002
"Grass",42,2002
"Grass",1,2002
"Grass",30,2002
"Grass",31,2002
"Grass",17,2002
"Grass",30,2002
"Grass",31,2002
"Grass",42,2002
"Grass",31,2002
"Grass",31,2002
"Clay",56,2002
"Clay",17,2002
"Clay",105,2002
"Clay",95,2002
"Clay",18,2002
"Clay",231,2002
"Clay",42,2002
"Clay",52,2002
"Clay",90,2002
"Clay",57,2002
"Clay",21,2002
"Clay",159,2002
"Clay",71,2002
"Clay",31,2002
"Clay",50,2002
"Clay",43,2002
"Clay",56,2002
"Clay",17,2002
"Clay",95,2002
"Clay",18,2002
"Clay",21,2002
"Clay",159,2002
"Clay",71,2002
"Clay",31,2002
"Clay",56,2002
"Clay",18,2002
"Clay",21,2002
"Clay",31,2002
"Clay",18,2002
"Clay",21,2002
"Clay",21,2002
"Clay",140,2002
"Clay",28,2002
"Clay",11,2002
"Clay",8,2002
"Clay",27,2002
"Clay",39,2002
"Clay",76,2002
"Clay",34,2002
"Clay",51,2002
"Clay",75,2002
"Clay",19,2002
"Clay",102,2002
"Clay",63,2002
"Clay",79,2002
"Clay",110,2002
"Clay",62,2002
"Clay",140,2002
"Clay",28,2002
"Clay",27,2002
"Clay",34,2002
"Clay",102,2002
"Clay",63,2002
"Clay",79,2002
"Clay",110,2002
"Clay",28,2002
"Clay",27,2002
"Clay",34,2002
"Clay",110,2002
"Clay",28,2002
"Clay",27,2002
"Grass",32,2002
"Grass",381,2002
"Grass",96,2002
"Grass",599,2002
"Grass",143,2002
"Grass",132,2002
"Grass",158,2002
"Grass",124,2002
"Grass",88,2002
"Grass",118,2002
"Grass",127,2002
"Grass",111,2002
"Grass",85,2002
"Grass",130,2002
"Grass",100,2002
"Grass",141,2002
"Grass",32,2002
"Grass",96,2002
"Grass",143,2002
"Grass",158,2002
"Grass",124,2002
"Grass",127,2002
"Grass",111,2002
"Grass",100,2002
"Grass",32,2002
"Grass",96,2002
"Grass",124,2002
"Grass",111,2002
"Grass",32,2002
"Grass",96,2002
"Grass",96,2002
"Clay",93,2002
"Clay",123,2002
"Clay",28,2002
"Clay",26,2002
"Clay",7,2002
"Clay",24,2002
"Clay",111,2002
"Clay",41,2002
"Clay",87,2002
"Clay",120,2002
"Clay",64,2002
"Clay",69,2002
"Clay",84,2002
"Clay",175,2002
"Clay",108,2002
"Clay",123,2002
"Clay",28,2002
"Clay",7,2002
"Clay",24,2002
"Clay",41,2002
"Clay",120,2002
"Clay",64,2002
"Clay",175,2002
"Clay",28,2002
"Clay",7,2002
"Clay",24,2002
"Clay",175,2002
"Clay",28,2002
"Clay",7,2002
"Clay",28,2002
"Clay",48,2002
"Clay",113,2002
"Clay",19,2002
"Clay",17,2002
"Clay",13,2002
"Clay",21,2002
"Clay",50,2002
"Clay",55,2002
"Clay",65,2002
"Clay",15,2002
"Clay",20,2002
"Clay",96,2002
"Clay",29,2002
"Clay",227,2002
"Clay",57,2002
"Clay",62,2002
"Clay",113,2002
"Clay",19,2002
"Clay",17,2002
"Clay",55,2002
"Clay",15,2002
"Clay",20,2002
"Clay",29,2002
"Clay",62,2002
"Clay",113,2002
"Clay",19,2002
"Clay",15,2002
"Clay",62,2002
"Clay",19,2002
"Clay",62,2002
"Clay",46,2002
"Clay",114,2002
"Clay",149,2002
"Clay",185,2002
"Clay",79,2002
"Clay",109,2002
"Clay",33,2002
"Clay",134,2002
"Clay",147,2002
"Clay",74,2002
"Clay",80,2002
"Clay",18,2002
"Clay",152,2002
"Clay",53,2002
"Clay",82,2002
"Clay",114,2002
"Clay",185,2002
"Clay",109,2002
"Clay",33,2002
"Clay",103,2002
"Clay",18,2002
"Clay",53,2002
"Clay",114,2002
"Clay",109,2002
"Clay",103,2002
"Clay",18,2002
"Clay",114,2002
"Clay",18,2002
"Clay",18,2002
"Clay",76,2002
"Clay",93,2002
"Clay",161,2002
"Clay",110,2002
"Clay",99,2002
"Clay",112,2002
"Clay",90,2002
"Clay",127,2002
"Clay",150,2002
"Clay",56,2002
"Clay",72,2002
"Clay",63,2002
"Clay",57,2002
"Clay",937,2002
"Clay",109,2002
"Clay",65,2002
"Clay",25,2002
"Clay",31,2002
"Clay",6,2002
"Clay",93,2002
"Clay",8,2002
"Clay",24,2002
"Clay",99,2002
"Clay",112,2002
"Clay",40,2002
"Clay",21,2002
"Clay",127,2002
"Clay",72,2002
"Clay",18,2002
"Clay",57,2002
"Clay",109,2002
"Clay",43,2002
"Clay",25,2002
"Clay",31,2002
"Clay",6,2002
"Clay",8,2002
"Clay",24,2002
"Clay",72,2002
"Clay",18,2002
"Clay",43,2002
"Clay",31,2002
"Clay",8,2002
"Clay",24,2002
"Clay",43,2002
