"Surface","WRank","LRank","Year","Sex"
"Clay",41,149,2009,"M"
"Clay",84,197,2009,"M"
"Clay",93,64,2009,"M"
"Clay",86,47,2009,"M"
"Clay",41,52,2009,"M"
"Clay",19,93,2009,"M"
"Clay",84,101,2009,"M"
"Clay",86,18,2009,"M"
"Clay",19,41,2009,"M"
"Clay",84,86,2009,"M"
"Clay",19,84,2009,"M"
"Hard",30,81,2009,"M"
"Hard",50,29,2009,"M"
"Hard",62,189,2009,"M"
"Hard",5,22,2009,"M"
"Hard",36,242,2009,"M"
"Hard",490,23,2009,"M"
"Hard",14,32,2009,"M"
"Hard",4,48,2009,"M"
"Hard",33,26,2009,"M"
"Hard",8,38,2009,"M"
"Hard",28,31,2009,"M"
"Hard",51,25,2009,"M"
"Hard",55,112,2009,"M"
"Hard",13,177,2009,"M"
"Hard",1,37,2009,"M"
"Hard",62,14,2009,"M"
"Hard",50,5,2009,"M"
"Hard",28,8,2009,"M"
"Hard",55,33,2009,"M"
"Hard",12,51,2009,"M"
"Hard",4,36,2009,"M"
"Hard",1,490,2009,"M"
"Hard",13,30,2009,"M"
"Hard",28,62,2009,"M"
"Hard",1,13,2009,"M"
"Hard",12,50,2009,"M"
"Hard",4,28,2009,"M"
"Hard",1,12,2009,"M"
"Hard",4,1,2009,"M"
"Hard",57,60,2009,"M"
"Hard",76,43,2009,"M"
"Hard",21,266,2009,"M"
"Hard",662,63,2009,"M"
"Hard",65,586,2009,"M"
"Hard",56,79,2009,"M"
"Hard",97,89,2009,"M"
"Hard",132,71,2009,"M"
"Hard",45,174,2009,"M"
"Hard",270,44,2009,"M"
"Hard",6,368,2009,"M"
"Hard",24,107,2009,"M"
"Hard",139,277,2009,"M"
"Hard",34,82,2009,"M"
"Hard",7,209,2009,"M"
"Hard",11,108,2009,"M"
"Hard",21,132,2009,"M"
"Hard",65,76,2009,"M"
"Hard",270,662,2009,"M"
"Hard",24,139,2009,"M"
"Hard",34,97,2009,"M"
"Hard",11,57,2009,"M"
"Hard",7,56,2009,"M"
"Hard",6,45,2009,"M"
"Hard",24,7,2009,"M"
"Hard",11,34,2009,"M"
"Hard",6,65,2009,"M"
"Hard",21,270,2009,"M"
"Hard",21,6,2009,"M"
"Hard",24,11,2009,"M"
"Hard",21,24,2009,"M"
"Clay",136,85,2009,"M"
"Clay",84,63,2009,"M"
"Clay",10,213,2009,"M"
"Clay",93,70,2009,"M"
"Clay",67,101,2009,"M"
"Clay",75,82,2009,"M"
"Clay",113,91,2009,"M"
"Clay",44,64,2009,"M"
"Clay",35,182,2009,"M"
"Clay",77,23,2009,"M"
"Clay",192,74,2009,"M"
"Clay",17,65,2009,"M"
"Clay",144,53,2009,"M"
"Clay",108,49,2009,"M"
"Clay",66,40,2009,"M"
"Clay",51,1094,2009,"M"
"Clay",192,144,2009,"M"
"Clay",93,44,2009,"M"
"Clay",10,51,2009,"M"
"Clay",17,136,2009,"M"
"Clay",108,84,2009,"M"
"Clay",67,66,2009,"M"
"Clay",35,113,2009,"M"
"Clay",77,75,2009,"M"
"Clay",17,192,2009,"M"
"Clay",35,77,2009,"M"
"Clay",67,108,2009,"M"
"Clay",17,35,2009,"M"
"Clay",67,10,2009,"M"
"Clay",17,67,2009,"M"
"Hard",29,60,2009,"M"
"Hard",68,111,2009,"M"
"Hard",62,24,2009,"M"
"Hard",28,56,2009,"M"
"Hard",31,190,2009,"M"
"Hard",76,229,2009,"M"
"Hard",36,346,2009,"M"
"Hard",38,318,2009,"M"
"Hard",45,59,2009,"M"
"Hard",78,26,2009,"M"
"Hard",8,401,2009,"M"
"Hard",227,48,2009,"M"
"Hard",50,171,2009,"M"
"Hard",3,55,2009,"M"
"Hard",12,117,2009,"M"
"Hard",34,11,2009,"M"
"Hard",28,29,2009,"M"
"Hard",62,36,2009,"M"
"Hard",76,78,2009,"M"
"Hard",45,227,2009,"M"
"Hard",3,68,2009,"M"
"Hard",8,31,2009,"M"
"Hard",12,38,2009,"M"
"Hard",50,34,2009,"M"
"Hard",3,76,2009,"M"
"Hard",50,62,2009,"M"
"Hard",12,28,2009,"M"
"Hard",8,45,2009,"M"
"Hard",12,3,2009,"M"
"Hard",50,8,2009,"M"
"Hard",12,50,2009,"M"
"Hard",129,119,2009,"M"
"Hard",43,22,2009,"M"
"Hard",86,73,2009,"M"
"Hard",42,593,2009,"M"
"Hard",106,90,2009,"M"
"Hard",54,16,2009,"M"
"Hard",72,133,2009,"M"
"Hard",7,69,2009,"M"
"Hard",304,71,2009,"M"
"Hard",51,122,2009,"M"
"Hard",81,58,2009,"M"
"Hard",21,57,2009,"M"
"Hard",19,105,2009,"M"
"Hard",37,61,2009,"M"
"Hard",103,13,2009,"M"
"Hard",6,52,2009,"M"
"Hard",43,81,2009,"M"
"Hard",19,304,2009,"M"
"Hard",72,21,2009,"M"
"Hard",7,42,2009,"M"
"Hard",86,54,2009,"M"
"Hard",103,129,2009,"M"
"Hard",6,51,2009,"M"
"Hard",37,106,2009,"M"
"Hard",86,43,2009,"M"
"Hard",19,7,2009,"M"
"Hard",6,37,2009,"M"
"Hard",103,72,2009,"M"
"Hard",19,86,2009,"M"
"Hard",6,103,2009,"M"
"Hard",6,19,2009,"M"
"Clay",68,62,2009,"M"
"Clay",110,69,2009,"M"
"Clay",70,74,2009,"M"
"Clay",55,108,2009,"M"
"Clay",64,71,2009,"M"
"Clay",162,134,2009,"M"
"Clay",38,358,2009,"M"
"Clay",46,111,2009,"M"
"Clay",85,88,2009,"M"
"Clay",21,231,2009,"M"
"Clay",10,139,2009,"M"
"Clay",48,90,2009,"M"
"Clay",116,12,2009,"M"
"Clay",43,84,2009,"M"
"Clay",15,126,2009,"M"
"Clay",21,70,2009,"M"
"Clay",64,46,2009,"M"
"Clay",55,38,2009,"M"
"Clay",110,48,2009,"M"
"Clay",10,68,2009,"M"
"Clay",15,113,2009,"M"
"Clay",116,85,2009,"M"
"Clay",43,162,2009,"M"
"Clay",64,116,2009,"M"
"Clay",21,55,2009,"M"
"Clay",43,15,2009,"M"
"Clay",21,64,2009,"M"
"Clay",10,43,2009,"M"
"Clay",21,10,2009,"M"
"Hard",83,49,2009,"M"
"Hard",51,57,2009,"M"
"Hard",266,72,2009,"M"
"Hard",60,120,2009,"M"
"Hard",34,67,2009,"M"
"Hard",91,94,2009,"M"
"Hard",79,178,2009,"M"
"Hard",117,97,2009,"M"
"Hard",105,40,2009,"M"
"Hard",59,78,2009,"M"
"Hard",52,63,2009,"M"
"Hard",87,590,2009,"M"
"Hard",100,42,2009,"M"
"Hard",20,128,2009,"M"
"Hard",105,91,2009,"M"
"Hard",83,79,2009,"M"
"Hard",60,34,2009,"M"
"Hard",266,59,2009,"M"
"Hard",20,117,2009,"M"
"Hard",51,87,2009,"M"
"Hard",52,115,2009,"M"
"Hard",100,65,2009,"M"
"Hard",60,266,2009,"M"
"Hard",52,100,2009,"M"
"Hard",105,83,2009,"M"
"Hard",20,51,2009,"M"
"Hard",105,60,2009,"M"
"Hard",20,52,2009,"M"
"Hard",20,105,2009,"M"
"Hard",19,47,2009,"M"
"Hard",443,29,2009,"M"
"Hard",14,53,2009,"M"
"Hard",77,188,2009,"M"
"Hard",58,37,2009,"M"
"Hard",8,469,2009,"M"
"Hard",45,32,2009,"M"
"Hard",39,246,2009,"M"
"Hard",36,44,2009,"M"
"Hard",66,61,2009,"M"
"Hard",26,25,2009,"M"
"Hard",73,31,2009,"M"
"Hard",24,171,2009,"M"
"Hard",3,125,2009,"M"
"Hard",28,41,2009,"M"
"Hard",14,39,2009,"M"
"Hard",19,45,2009,"M"
"Hard",8,77,2009,"M"
"Hard",58,443,2009,"M"
"Hard",26,36,2009,"M"
"Hard",24,28,2009,"M"
"Hard",4,73,2009,"M"
"Hard",3,66,2009,"M"
"Hard",8,58,2009,"M"
"Hard",14,24,2009,"M"
"Hard",3,19,2009,"M"
"Hard",3,8,2009,"M"
"Hard",14,26,2009,"M"
"Hard",3,14,2009,"M"
"Hard",37,111,2009,"M"
"Hard",35,50,2009,"M"
"Hard",36,44,2009,"M"
"Hard",57,62,2009,"M"
"Hard",52,40,2009,"M"
"Hard",90,34,2009,"M"
"Hard",77,63,2009,"M"
"Hard",73,100,2009,"M"
"Hard",124,152,2009,"M"
"Hard",43,106,2009,"M"
"Hard",61,235,2009,"M"
"Hard",105,140,2009,"M"
"Hard",76,42,2009,"M"
"Hard",69,46,2009,"M"
"Hard",74,94,2009,"M"
"Hard",232,83,2009,"M"
"Hard",112,141,2009,"M"
"Hard",107,81,2009,"M"
"Hard",169,93,2009,"M"
"Hard",48,38,2009,"M"
"Hard",49,71,2009,"M"
"Hard",64,67,2009,"M"
"Hard",263,75,2009,"M"
"Hard",533,68,2009,"M"
"Hard",98,85,2009,"M"
"Hard",66,109,2009,"M"
"Hard",54,175,2009,"M"
"Hard",95,56,2009,"M"
"Hard",147,53,2009,"M"
"Hard",15,37,2009,"M"
"Hard",4,35,2009,"M"
"Hard",23,43,2009,"M"
"Hard",19,104,2009,"M"
"Hard",33,73,2009,"M"
"Hard",36,135,2009,"M"
"Hard",24,90,2009,"M"
"Hard",105,26,2009,"M"
"Hard",11,76,2009,"M"
"Hard",10,69,2009,"M"
"Hard",28,124,2009,"M"
"Hard",2,52,2009,"M"
"Hard",8,61,2009,"M"
"Hard",13,57,2009,"M"
"Hard",17,77,2009,"M"
"Hard",48,20,2009,"M"
"Hard",12,232,2009,"M"
"Hard",32,66,2009,"M"
"Hard",16,39,2009,"M"
"Hard",3,54,2009,"M"
"Hard",64,30,2009,"M"
"Hard",6,169,2009,"M"
"Hard",27,263,2009,"M"
"Hard",147,9,2009,"M"
"Hard",31,533,2009,"M"
"Hard",1,112,2009,"M"
"Hard",14,98,2009,"M"
"Hard",41,22,2009,"M"
"Hard",49,18,2009,"M"
"Hard",7,107,2009,"M"
"Hard",25,95,2009,"M"
"Hard",4,33,2009,"M"
"Hard",36,105,2009,"M"
"Hard",17,13,2009,"M"
"Hard",10,24,2009,"M"
"Hard",2,28,2009,"M"
"Hard",74,8,2009,"M"
"Hard",15,19,2009,"M"
"Hard",23,11,2009,"M"
"Hard",3,64,2009,"M"
"Hard",6,31,2009,"M"
"Hard",14,41,2009,"M"
"Hard",147,25,2009,"M"
"Hard",16,49,2009,"M"
"Hard",1,27,2009,"M"
"Hard",7,32,2009,"M"
"Hard",12,48,2009,"M"
"Hard",10,36,2009,"M"
"Hard",2,17,2009,"M"
"Hard",74,23,2009,"M"
"Hard",3,16,2009,"M"
"Hard",6,147,2009,"M"
"Hard",7,12,2009,"M"
"Hard",1,14,2009,"M"
"Hard",4,74,2009,"M"
"Hard",2,10,2009,"M"
"Hard",7,3,2009,"M"
"Hard",1,6,2009,"M"
"Hard",4,2,2009,"M"
"Hard",1,7,2009,"M"
"Hard",1,4,2009,"M"
"Hard",73,1147,2009,"M"
"Hard",44,49,2009,"M"
"Hard",63,148,2009,"M"
"Hard",66,68,2009,"M"
"Hard",85,58,2009,"M"
"Hard",54,102,2009,"M"
"Hard",105,43,2009,"M"
"Hard",117,36,2009,"M"
"Hard",241,38,2009,"M"
"Hard",142,87,2009,"M"
"Hard",50,65,2009,"M"
"Hard",467,168,2009,"M"
"Hard",62,45,2009,"M"
"Hard",92,57,2009,"M"
"Hard",83,56,2009,"M"
"Hard",72,40,2009,"M"
"Hard",52,70,2009,"M"
"Hard",91,164,2009,"M"
"Hard",160,99,2009,"M"
"Hard",134,119,2009,"M"
"Hard",74,77,2009,"M"
"Hard",39,76,2009,"M"
"Hard",64,169,2009,"M"
"Hard",127,128,2009,"M"
"Hard",47,69,2009,"M"
"Hard",35,224,2009,"M"
"Hard",61,55,2009,"M"
"Hard",41,60,2009,"M"
"Hard",46,42,2009,"M"
"Hard",59,53,2009,"M"
"Hard",37,89,2009,"M"
"Hard",467,20,2009,"M"
"Hard",85,24,2009,"M"
"Hard",29,50,2009,"M"
"Hard",23,66,2009,"M"
"Hard",10,241,2009,"M"
"Hard",26,142,2009,"M"
"Hard",14,44,2009,"M"
"Hard",16,63,2009,"M"
"Hard",3,117,2009,"M"
"Hard",22,62,2009,"M"
"Hard",33,105,2009,"M"
"Hard",2,107,2009,"M"
"Hard",11,83,2009,"M"
"Hard",8,92,2009,"M"
"Hard",31,54,2009,"M"
"Hard",6,73,2009,"M"
"Hard",74,27,2009,"M"
"Hard",34,47,2009,"M"
"Hard",41,15,2009,"M"
"Hard",9,127,2009,"M"
"Hard",21,61,2009,"M"
"Hard",19,64,2009,"M"
"Hard",12,134,2009,"M"
"Hard",46,32,2009,"M"
"Hard",4,59,2009,"M"
"Hard",17,39,2009,"M"
"Hard",91,28,2009,"M"
"Hard",13,37,2009,"M"
"Hard",18,160,2009,"M"
"Hard",1,72,2009,"M"
"Hard",7,52,2009,"M"
"Hard",6,26,2009,"M"
"Hard",467,16,2009,"M"
"Hard",2,29,2009,"M"
"Hard",8,31,2009,"M"
"Hard",10,23,2009,"M"
"Hard",11,85,2009,"M"
"Hard",3,33,2009,"M"
"Hard",22,14,2009,"M"
"Hard",7,46,2009,"M"
"Hard",41,80,2009,"M"
"Hard",1,74,2009,"M"
"Hard",4,91,2009,"M"
"Hard",12,18,2009,"M"
"Hard",17,21,2009,"M"
"Hard",19,13,2009,"M"
"Hard",9,34,2009,"M"
"Hard",11,8,2009,"M"
"Hard",3,22,2009,"M"
"Hard",4,41,2009,"M"
"Hard",9,19,2009,"M"
"Hard",6,10,2009,"M"
"Hard",7,12,2009,"M"
"Hard",2,467,2009,"M"
"Hard",1,17,2009,"M"
"Hard",3,11,2009,"M"
"Hard",2,6,2009,"M"
"Hard",7,1,2009,"M"
"Hard",4,9,2009,"M"
"Hard",3,2,2009,"M"
"Hard",4,7,2009,"M"
"Hard",4,3,2009,"M"
"Clay",70,80,2009,"M"
"Clay",68,57,2009,"M"
"Clay",47,63,2009,"M"
"Clay",39,97,2009,"M"
"Clay",90,64,2009,"M"
"Clay",50,92,2009,"M"
"Clay",69,107,2009,"M"
"Clay",125,747,2009,"M"
"Clay",60,103,2009,"M"
"Clay",115,61,2009,"M"
"Clay",117,464,2009,"M"
"Clay",35,585,2009,"M"
"Clay",75,120,2009,"M"
"Clay",119,29,2009,"M"
"Clay",22,482,2009,"M"
"Clay",35,117,2009,"M"
"Clay",39,101,2009,"M"
"Clay",70,68,2009,"M"
"Clay",115,90,2009,"M"
"Clay",50,75,2009,"M"
"Clay",22,60,2009,"M"
"Clay",47,125,2009,"M"
"Clay",69,119,2009,"M"
"Clay",35,70,2009,"M"
"Clay",115,39,2009,"M"
"Clay",47,69,2009,"M"
"Clay",22,50,2009,"M"
"Clay",47,35,2009,"M"
"Clay",115,22,2009,"M"
"Clay",115,47,2009,"M"
"Clay",31,76,2009,"M"
"Clay",100,158,2009,"M"
"Clay",83,106,2009,"M"
"Clay",66,74,2009,"M"
"Clay",127,219,2009,"M"
"Clay",98,79,2009,"M"
"Clay",202,197,2009,"M"
"Clay",86,91,2009,"M"
"Clay",77,28,2009,"M"
"Clay",73,190,2009,"M"
"Clay",54,105,2009,"M"
"Clay",88,78,2009,"M"
"Clay",43,129,2009,"M"
"Clay",113,17,2009,"M"
"Clay",87,148,2009,"M"
"Clay",313,110,2009,"M"
"Clay",100,31,2009,"M"
"Clay",127,87,2009,"M"
"Clay",73,43,2009,"M"
"Clay",88,98,2009,"M"
"Clay",83,66,2009,"M"
"Clay",77,202,2009,"M"
"Clay",86,54,2009,"M"
"Clay",113,313,2009,"M"
"Clay",100,127,2009,"M"
"Clay",77,86,2009,"M"
"Clay",83,113,2009,"M"
"Clay",88,73,2009,"M"
"Clay",100,77,2009,"M"
"Clay",88,83,2009,"M"
"Clay",88,100,2009,"M"
"Clay",34,42,2009,"M"
"Clay",41,24,2009,"M"
"Clay",16,38,2009,"M"
"Clay",14,29,2009,"M"
"Clay",167,37,2009,"M"
"Clay",65,47,2009,"M"
"Clay",35,96,2009,"M"
"Clay",54,46,2009,"M"
"Clay",40,31,2009,"M"
"Clay",48,53,2009,"M"
"Clay",60,43,2009,"M"
"Clay",89,30,2009,"M"
"Clay",66,92,2009,"M"
"Clay",18,119,2009,"M"
"Clay",98,19,2009,"M"
"Clay",56,10,2009,"M"
"Clay",108,25,2009,"M"
"Clay",36,20,2009,"M"
"Clay",263,62,2009,"M"
"Clay",15,39,2009,"M"
"Clay",49,22,2009,"M"
"Clay",12,32,2009,"M"
"Clay",26,44,2009,"M"
"Clay",21,57,2009,"M"
"Clay",89,7,2009,"M"
"Clay",4,35,2009,"M"
"Clay",60,14,2009,"M"
"Clay",3,65,2009,"M"
"Clay",41,56,2009,"M"
"Clay",8,34,2009,"M"
"Clay",36,263,2009,"M"
"Clay",16,49,2009,"M"
"Clay",9,26,2009,"M"
"Clay",2,40,2009,"M"
"Clay",15,54,2009,"M"
"Clay",108,18,2009,"M"
"Clay",1,167,2009,"M"
"Clay",12,48,2009,"M"
"Clay",66,5,2009,"M"
"Clay",98,21,2009,"M"
"Clay",89,60,2009,"M"
"Clay",16,2,2009,"M"
"Clay",8,12,2009,"M"
"Clay",3,36,2009,"M"
"Clay",4,108,2009,"M"
"Clay",66,41,2009,"M"
"Clay",9,15,2009,"M"
"Clay",1,98,2009,"M"
"Clay",3,8,2009,"M"
"Clay",16,89,2009,"M"
"Clay",1,66,2009,"M"
"Clay",4,9,2009,"M"
"Clay",3,16,2009,"M"
"Clay",1,4,2009,"M"
"Clay",1,3,2009,"M"
"Clay",61,64,2009,"M"
"Clay",26,40,2009,"M"
"Clay",55,32,2009,"M"
"Clay",45,59,2009,"M"
"Clay",117,93,2009,"M"
"Clay",102,53,2009,"M"
"Clay",101,42,2009,"M"
"Clay",155,73,2009,"M"
"Clay",172,146,2009,"M"
"Clay",38,70,2009,"M"
"Clay",75,63,2009,"M"
"Clay",83,84,2009,"M"
"Clay",68,54,2009,"M"
"Clay",57,113,2009,"M"
"Clay",966,77,2009,"M"
"Clay",19,71,2009,"M"
"Clay",33,50,2009,"M"
"Clay",72,36,2009,"M"
"Clay",24,67,2009,"M"
"Clay",74,37,2009,"M"
"Clay",58,20,2009,"M"
"Clay",21,62,2009,"M"
"Clay",26,102,2009,"M"
"Clay",13,172,2009,"M"
"Clay",8,57,2009,"M"
"Clay",28,68,2009,"M"
"Clay",16,966,2009,"M"
"Clay",15,38,2009,"M"
"Clay",19,55,2009,"M"
"Clay",14,45,2009,"M"
"Clay",1,75,2009,"M"
"Clay",101,24,2009,"M"
"Clay",22,155,2009,"M"
"Clay",7,74,2009,"M"
"Clay",12,72,2009,"M"
"Clay",58,83,2009,"M"
"Clay",61,21,2009,"M"
"Clay",33,117,2009,"M"
"Clay",19,12,2009,"M"
"Clay",15,22,2009,"M"
"Clay",13,101,2009,"M"
"Clay",16,26,2009,"M"
"Clay",8,33,2009,"M"
"Clay",1,61,2009,"M"
"Clay",7,28,2009,"M"
"Clay",14,58,2009,"M"
"Clay",8,19,2009,"M"
"Clay",13,16,2009,"M"
"Clay",14,7,2009,"M"
"Clay",1,8,2009,"M"
"Clay",13,14,2009,"M"
"Clay",1,13,2009,"M"
"Clay",15,122,2009,"M"
"Clay",55,151,2009,"M"
"Clay",12,38,2009,"M"
"Clay",58,30,2009,"M"
"Clay",40,34,2009,"M"
"Clay",112,16,2009,"M"
"Clay",33,88,2009,"M"
"Clay",24,59,2009,"M"
"Clay",17,20,2009,"M"
"Clay",67,64,2009,"M"
"Clay",39,41,2009,"M"
"Clay",76,26,2009,"M"
"Clay",27,97,2009,"M"
"Clay",31,45,2009,"M"
"Clay",32,72,2009,"M"
"Clay",37,60,2009,"M"
"Clay",28,25,2009,"M"
"Clay",65,44,2009,"M"
"Clay",43,21,2009,"M"
"Clay",81,149,2009,"M"
"Clay",13,42,2009,"M"
"Clay",23,10,2009,"M"
"Clay",19,48,2009,"M"
"Clay",35,14,2009,"M"
"Clay",3,33,2009,"M"
"Clay",17,39,2009,"M"
"Clay",58,4,2009,"M"
"Clay",15,55,2009,"M"
"Clay",27,112,2009,"M"
"Clay",31,11,2009,"M"
"Clay",8,28,2009,"M"
"Clay",2,24,2009,"M"
"Clay",13,65,2009,"M"
"Clay",12,67,2009,"M"
"Clay",1,37,2009,"M"
"Clay",7,81,2009,"M"
"Clay",76,35,2009,"M"
"Clay",19,32,2009,"M"
"Clay",5,40,2009,"M"
"Clay",23,43,2009,"M"
"Clay",13,31,2009,"M"
"Clay",58,15,2009,"M"
"Clay",5,12,2009,"M"
"Clay",3,17,2009,"M"
"Clay",2,19,2009,"M"
"Clay",76,7,2009,"M"
"Clay",8,23,2009,"M"
"Clay",1,27,2009,"M"
"Clay",3,5,2009,"M"
"Clay",2,76,2009,"M"
"Clay",1,8,2009,"M"
"Clay",13,58,2009,"M"
"Clay",3,2,2009,"M"
"Clay",1,13,2009,"M"
"Clay",1,3,2009,"M"
"Clay",54,60,2009,"M"
"Clay",120,107,2009,"M"
"Clay",97,514,2009,"M"
"Clay",57,117,2009,"M"
"Clay",38,61,2009,"M"
"Clay",105,160,2009,"M"
"Clay",179,1421,2009,"M"
"Clay",53,102,2009,"M"
"Clay",63,106,2009,"M"
"Clay",104,93,2009,"M"
"Clay",108,98,2009,"M"
"Clay",122,87,2009,"M"
"Clay",105,54,2009,"M"
"Clay",38,97,2009,"M"
"Clay",3,63,2009,"M"
"Clay",36,104,2009,"M"
"Clay",120,53,2009,"M"
"Clay",122,57,2009,"M"
"Clay",21,108,2009,"M"
"Clay",179,105,2009,"M"
"Clay",21,122,2009,"M"
"Clay",36,120,2009,"M"
"Clay",3,38,2009,"M"
"Clay",179,21,2009,"M"
"Clay",3,36,2009,"M"
"Clay",3,179,2009,"M"
"Clay",74,72,2009,"M"
"Clay",51,85,2009,"M"
"Clay",91,19,2009,"M"
"Clay",8,82,2009,"M"
"Clay",69,124,2009,"M"
"Clay",24,65,2009,"M"
"Clay",52,73,2009,"M"
"Clay",35,176,2009,"M"
"Clay",14,62,2009,"M"
"Clay",112,170,2009,"M"
"Clay",83,101,2009,"M"
"Clay",11,100,2009,"M"
"Clay",92,181,2009,"M"
"Clay",45,125,2009,"M"
"Clay",75,400,2009,"M"
"Clay",16,68,2009,"M"
"Clay",91,74,2009,"M"
"Clay",24,83,2009,"M"
"Clay",11,92,2009,"M"
"Clay",69,14,2009,"M"
"Clay",35,112,2009,"M"
"Clay",16,51,2009,"M"
"Clay",52,45,2009,"M"
"Clay",8,75,2009,"M"
"Clay",91,69,2009,"M"
"Clay",11,24,2009,"M"
"Clay",35,8,2009,"M"
"Clay",16,52,2009,"M"
"Clay",35,91,2009,"M"
"Clay",16,11,2009,"M"
"Clay",35,16,2009,"M"
"Clay",26,66,2009,"M"
"Clay",64,81,2009,"M"
"Clay",29,42,2009,"M"
"Clay",40,84,2009,"M"
"Clay",39,140,2009,"M"
"Clay",15,210,2009,"M"
"Clay",236,30,2009,"M"
"Clay",95,37,2009,"M"
"Clay",46,183,2009,"M"
"Clay",141,215,2009,"M"
"Clay",58,56,2009,"M"
"Clay",55,70,2009,"M"
"Clay",50,177,2009,"M"
"Clay",28,495,2009,"M"
"Clay",64,26,2009,"M"
"Clay",39,164,2009,"M"
"Clay",15,41,2009,"M"
"Clay",40,29,2009,"M"
"Clay",95,50,2009,"M"
"Clay",141,46,2009,"M"
"Clay",28,58,2009,"M"
"Clay",55,236,2009,"M"
"Clay",64,39,2009,"M"
"Clay",28,55,2009,"M"
"Clay",40,15,2009,"M"
"Clay",64,141,2009,"M"
"Clay",28,40,2009,"M"
"Clay",28,64,2009,"M"
"Clay",17,29,2009,"M"
"Clay",115,39,2009,"M"
"Clay",65,49,2009,"M"
"Clay",26,62,2009,"M"
"Clay",51,31,2009,"M"
"Clay",54,78,2009,"M"
"Clay",13,108,2009,"M"
"Clay",23,84,2009,"M"
"Clay",9,20,2009,"M"
"Clay",61,197,2009,"M"
"Clay",75,42,2009,"M"
"Clay",18,188,2009,"M"
"Clay",35,34,2009,"M"
"Clay",47,32,2009,"M"
"Clay",36,68,2009,"M"
"Clay",14,90,2009,"M"
"Clay",22,77,2009,"M"
"Clay",40,44,2009,"M"
"Clay",27,28,2009,"M"
"Clay",11,41,2009,"M"
"Clay",25,45,2009,"M"
"Clay",16,33,2009,"M"
"Clay",17,26,2009,"M"
"Clay",8,115,2009,"M"
"Clay",54,9,2009,"M"
"Clay",3,61,2009,"M"
"Clay",2,23,2009,"M"
"Clay",36,60,2009,"M"
"Clay",18,40,2009,"M"
"Clay",4,65,2009,"M"
"Clay",7,72,2009,"M"
"Clay",35,14,2009,"M"
"Clay",16,25,2009,"M"
"Clay",1,27,2009,"M"
"Clay",47,13,2009,"M"
"Clay",11,51,2009,"M"
"Clay",6,75,2009,"M"
"Clay",3,17,2009,"M"
"Clay",4,36,2009,"M"
"Clay",8,47,2009,"M"
"Clay",5,18,2009,"M"
"Clay",2,16,2009,"M"
"Clay",54,7,2009,"M"
"Clay",2,6,2009,"M"
"Clay",4,54,2009,"M"
"Clay",1,8,2009,"M"
"Clay",5,3,2009,"M"
"Clay",1,4,2009,"M"
"Clay",2,5,2009,"M"
"Clay",2,1,2009,"M"
"Clay",74,71,2009,"M"
"Clay",51,65,2009,"M"
"Clay",46,58,2009,"M"
"Clay",122,378,2009,"M"
"Clay",95,70,2009,"M"
"Clay",61,73,2009,"M"
"Clay",32,108,2009,"M"
"Clay",81,120,2009,"M"
"Clay",26,67,2009,"M"
"Clay",45,55,2009,"M"
"Clay",131,38,2009,"M"
"Clay",213,68,2009,"M"
"Clay",79,76,2009,"M"
"Clay",205,44,2009,"M"
"Clay",64,42,2009,"M"
"Clay",74,51,2009,"M"
"Clay",64,61,2009,"M"
"Clay",26,89,2009,"M"
"Clay",205,131,2009,"M"
"Clay",46,213,2009,"M"
"Clay",32,95,2009,"M"
"Clay",81,79,2009,"M"
"Clay",45,122,2009,"M"
"Clay",46,26,2009,"M"
"Clay",45,81,2009,"M"
"Clay",74,32,2009,"M"
"Clay",64,205,2009,"M"
"Clay",74,46,2009,"M"
"Clay",45,64,2009,"M"
"Clay",74,45,2009,"M"
"Grass",83,31,2009,"M"
"Grass",27,39,2009,"M"
"Grass",21,68,2009,"M"
"Grass",56,47,2009,"M"
"Grass",41,190,2009,"M"
"Grass",32,40,2009,"M"
"Grass",45,254,2009,"M"
"Grass",28,50,2009,"M"
"Grass",9,38,2009,"M"
"Grass",4,66,2009,"M"
"Grass",136,268,2009,"M"
"Grass",59,8,2009,"M"
"Grass",24,72,2009,"M"
"Grass",34,33,2009,"M"
"Grass",53,61,2009,"M"
"Grass",217,231,2009,"M"
"Grass",45,21,2009,"M"
"Grass",83,32,2009,"M"
"Grass",24,27,2009,"M"
"Grass",41,9,2009,"M"
"Grass",53,217,2009,"M"
"Grass",136,59,2009,"M"
"Grass",4,56,2009,"M"
"Grass",24,53,2009,"M"
"Grass",136,83,2009,"M"
"Grass",41,45,2009,"M"
"Grass",4,28,2009,"M"
"Grass",41,24,2009,"M"
"Grass",4,136,2009,"M"
"Grass",41,4,2009,"M"
"Grass",95,199,2009,"M"
"Grass",30,76,2009,"M"
"Grass",48,114,2009,"M"
"Grass",89,71,2009,"M"
"Grass",52,67,2009,"M"
"Grass",126,94,2009,"M"
"Grass",75,93,2009,"M"
"Grass",49,109,2009,"M"
"Grass",79,77,2009,"M"
"Grass",46,43,2009,"M"
"Grass",163,57,2009,"M"
"Grass",81,220,2009,"M"
"Grass",78,114,2009,"M"
"Grass",361,82,2009,"M"
"Grass",44,63,2009,"M"
"Grass",146,54,2009,"M"
"Grass",37,911,2009,"M"
"Grass",74,91,2009,"M"
"Grass",73,84,2009,"M"
"Grass",97,69,2009,"M"
"Grass",80,92,2009,"M"
"Grass",29,70,2009,"M"
