"Surface","WRank","LRank","Year","Sex"
"Clay",61,30,2016,"M"
"Clay",274,14,2016,"M"
"Clay",31,22,2016,"M"
"Clay",46,28,2016,"M"
"Clay",56,33,2016,"M"
"Clay",40,48,2016,"M"
"Clay",5,39,2016,"M"
"Clay",10,29,2016,"M"
"Clay",2,148,2016,"M"
"Clay",12,52,2016,"M"
"Clay",8,79,2016,"M"
"Clay",17,23,2016,"M"
"Clay",21,4,2016,"M"
"Clay",6,31,2016,"M"
"Clay",18,46,2016,"M"
"Clay",37,58,2016,"M"
"Clay",35,53,2016,"M"
"Clay",1,40,2016,"M"
"Clay",9,61,2016,"M"
"Clay",27,15,2016,"M"
"Clay",7,56,2016,"M"
"Clay",26,274,2016,"M"
"Clay",2,18,2016,"M"
"Clay",6,12,2016,"M"
"Clay",8,9,2016,"M"
"Clay",1,17,2016,"M"
"Clay",21,27,2016,"M"
"Clay",35,26,2016,"M"
"Clay",5,37,2016,"M"
"Clay",10,7,2016,"M"
"Clay",2,8,2016,"M"
"Clay",6,21,2016,"M"
"Clay",5,35,2016,"M"
"Clay",1,10,2016,"M"
"Clay",2,5,2016,"M"
"Clay",1,6,2016,"M"
"Clay",1,2,2016,"M"
"Clay",19,23,2016,"M"
"Clay",114,34,2016,"M"
"Clay",57,36,2016,"M"
"Clay",24,60,2016,"M"
"Clay",13,49,2016,"M"
"Clay",12,607,2016,"M"
"Clay",27,50,2016,"M"
"Clay",10,119,2016,"M"
"Clay",20,251,2016,"M"
"Clay",30,333,2016,"M"
"Clay",42,46,2016,"M"
"Clay",51,31,2016,"M"
"Clay",15,28,2016,"M"
"Clay",84,29,2016,"M"
"Clay",87,41,2016,"M"
"Clay",37,14,2016,"M"
"Clay",44,35,2016,"M"
"Clay",48,25,2016,"M"
"Clay",103,69,2016,"M"
"Clay",26,65,2016,"M"
"Clay",32,75,2016,"M"
"Clay",9,203,2016,"M"
"Clay",17,53,2016,"M"
"Clay",8,57,2016,"M"
"Clay",6,24,2016,"M"
"Clay",52,84,2016,"M"
"Clay",114,19,2016,"M"
"Clay",13,27,2016,"M"
"Clay",4,21,2016,"M"
"Clay",2,44,2016,"M"
"Clay",15,30,2016,"M"
"Clay",3,87,2016,"M"
"Clay",1,103,2016,"M"
"Clay",37,48,2016,"M"
"Clay",12,42,2016,"M"
"Clay",32,17,2016,"M"
"Clay",20,10,2016,"M"
"Clay",9,51,2016,"M"
"Clay",5,26,2016,"M"
"Clay",15,2,2016,"M"
"Clay",6,12,2016,"M"
"Clay",114,4,2016,"M"
"Clay",5,20,2016,"M"
"Clay",52,9,2016,"M"
"Clay",3,32,2016,"M"
"Clay",13,8,2016,"M"
"Clay",1,37,2016,"M"
"Clay",3,13,2016,"M"
"Clay",1,5,2016,"M"
"Clay",6,15,2016,"M"
"Clay",3,52,2016,"M"
"Clay",1,6,2016,"M"
"Clay",3,1,2016,"M"
"Clay",53,80,2016,"M"
"Clay",40,62,2016,"M"
"Clay",55,37,2016,"M"
"Clay",43,340,2016,"M"
"Clay",61,338,2016,"M"
"Clay",68,310,2016,"M"
"Clay",33,686,2016,"M"
"Clay",35,77,2016,"M"
"Clay",76,52,2016,"M"
"Clay",73,78,2016,"M"
"Clay",64,236,2016,"M"
"Clay",39,81,2016,"M"
"Clay",4,53,2016,"M"
"Clay",43,61,2016,"M"
"Clay",68,17,2016,"M"
"Clay",40,35,2016,"M"
"Clay",55,73,2016,"M"
"Clay",33,39,2016,"M"
"Clay",11,76,2016,"M"
"Clay",11,33,2016,"M"
"Clay",12,55,2016,"M"
"Clay",4,43,2016,"M"
"Clay",68,40,2016,"M"
"Clay",11,12,2016,"M"
"Clay",4,68,2016,"M"
"Clay",4,11,2016,"M"
"Clay",88,57,2016,"M"
"Clay",63,86,2016,"M"
"Clay",28,154,2016,"M"
"Clay",54,244,2016,"M"
"Clay",65,56,2016,"M"
"Clay",72,69,2016,"M"
"Clay",82,34,2016,"M"
"Clay",58,669,2016,"M"
"Clay",51,59,2016,"M"
"Clay",67,112,2016,"M"
"Clay",41,106,2016,"M"
"Clay",20,65,2016,"M"
"Clay",63,21,2016,"M"
"Clay",54,82,2016,"M"
"Clay",28,88,2016,"M"
"Clay",48,58,2016,"M"
"Clay",41,67,2016,"M"
"Clay",18,72,2016,"M"
"Clay",15,51,2016,"M"
"Clay",28,20,2016,"M"
"Clay",48,18,2016,"M"
"Clay",63,54,2016,"M"
"Clay",15,41,2016,"M"
"Clay",48,28,2016,"M"
"Clay",15,63,2016,"M"
"Clay",15,48,2016,"M"
"Grass",60,72,2016,"M"
"Grass",49,119,2016,"M"
"Grass",196,117,2016,"M"
"Grass",58,273,2016,"M"
"Grass",37,116,2016,"M"
"Grass",105,70,2016,"M"
"Grass",118,74,2016,"M"
"Grass",256,92,2016,"M"
"Grass",55,40,2016,"M"
"Grass",53,46,2016,"M"
"Grass",44,82,2016,"M"
"Grass",68,146,2016,"M"
"Grass",49,60,2016,"M"
"Grass",23,58,2016,"M"
"Grass",37,105,2016,"M"
"Grass",196,39,2016,"M"
"Grass",44,53,2016,"M"
"Grass",55,256,2016,"M"
"Grass",28,118,2016,"M"
"Grass",14,68,2016,"M"
"Grass",28,55,2016,"M"
"Grass",44,14,2016,"M"
"Grass",37,196,2016,"M"
"Grass",49,23,2016,"M"
"Grass",44,28,2016,"M"
"Grass",49,37,2016,"M"
"Grass",49,44,2016,"M"
"Grass",115,73,2016,"M"
"Grass",121,63,2016,"M"
"Grass",226,21,2016,"M"
"Grass",129,64,2016,"M"
"Grass",66,29,2016,"M"
"Grass",56,80,2016,"M"
"Grass",223,36,2016,"M"
"Grass",76,22,2016,"M"
"Grass",26,79,2016,"M"
"Grass",89,41,2016,"M"
"Grass",226,121,2016,"M"
"Grass",26,56,2016,"M"
"Grass",7,115,2016,"M"
"Grass",18,89,2016,"M"
"Grass",76,100,2016,"M"
"Grass",3,65,2016,"M"
"Grass",129,13,2016,"M"
"Grass",223,66,2016,"M"
"Grass",7,76,2016,"M"
"Grass",3,226,2016,"M"
"Grass",26,129,2016,"M"
"Grass",223,18,2016,"M"
"Grass",7,3,2016,"M"
"Grass",26,223,2016,"M"
"Grass",7,26,2016,"M"
"Grass",6,29,2016,"M"
"Grass",100,59,2016,"M"
"Grass",11,49,2016,"M"
"Grass",114,58,2016,"M"
"Grass",40,14,2016,"M"
"Grass",192,594,2016,"M"
"Grass",64,55,2016,"M"
"Grass",102,63,2016,"M"
"Grass",38,24,2016,"M"
"Grass",28,43,2016,"M"
"Grass",42,8,2016,"M"
"Grass",87,35,2016,"M"
"Grass",25,45,2016,"M"
"Grass",95,48,2016,"M"
"Grass",3,88,2016,"M"
"Grass",7,30,2016,"M"
"Grass",40,102,2016,"M"
"Grass",42,87,2016,"M"
"Grass",25,28,2016,"M"
"Grass",3,64,2016,"M"
"Grass",7,95,2016,"M"
"Grass",38,42,2016,"M"
"Grass",3,11,2016,"M"
"Grass",192,40,2016,"M"
"Grass",38,3,2016,"M"
"Grass",192,7,2016,"M"
"Grass",192,38,2016,"M"
"Grass",39,10,2016,"M"
"Grass",52,5,2016,"M"
"Grass",16,32,2016,"M"
"Grass",56,53,2016,"M"
"Grass",13,21,2016,"M"
"Grass",75,46,2016,"M"
"Grass",2,61,2016,"M"
"Grass",22,20,2016,"M"
"Grass",68,33,2016,"M"
"Grass",553,37,2016,"M"
"Grass",57,23,2016,"M"
"Grass",41,178,2016,"M"
"Grass",85,18,2016,"M"
"Grass",60,92,2016,"M"
"Grass",9,19,2016,"M"
"Grass",17,166,2016,"M"
"Grass",39,56,2016,"M"
"Grass",13,553,2016,"M"
"Grass",41,17,2016,"M"
"Grass",2,57,2016,"M"
"Grass",9,68,2016,"M"
"Grass",22,52,2016,"M"
"Grass",16,75,2016,"M"
"Grass",13,39,2016,"M"
"Grass",2,85,2016,"M"
"Grass",9,16,2016,"M"
"Grass",22,41,2016,"M"
"Grass",2,13,2016,"M"
"Grass",9,22,2016,"M"
"Grass",2,9,2016,"M"
"Grass",54,63,2016,"M"
"Grass",79,66,2016,"M"
"Grass",95,234,2016,"M"
"Grass",73,104,2016,"M"
"Grass",103,91,2016,"M"
"Grass",277,72,2016,"M"
"Grass",67,62,2016,"M"
"Grass",71,324,2016,"M"
"Grass",60,177,2016,"M"
"Grass",78,74,2016,"M"
"Grass",81,257,2016,"M"
"Grass",64,85,2016,"M"
"Grass",292,244,2016,"M"
"Grass",68,75,2016,"M"
"Grass",76,547,2016,"M"
"Grass",90,65,2016,"M"
"Grass",33,277,2016,"M"
"Grass",71,30,2016,"M"
"Grass",103,51,2016,"M"
"Grass",41,64,2016,"M"
"Grass",40,79,2016,"M"
"Grass",54,48,2016,"M"
"Grass",73,45,2016,"M"
"Grass",52,78,2016,"M"
"Grass",292,56,2016,"M"
"Grass",57,60,2016,"M"
"Grass",32,68,2016,"M"
"Grass",95,53,2016,"M"
"Grass",44,90,2016,"M"
"Grass",38,67,2016,"M"
"Grass",24,76,2016,"M"
"Grass",25,81,2016,"M"
"Grass",57,54,2016,"M"
"Grass",40,33,2016,"M"
"Grass",71,103,2016,"M"
"Grass",25,95,2016,"M"
"Grass",32,292,2016,"M"
"Grass",38,44,2016,"M"
"Grass",41,73,2016,"M"
"Grass",24,52,2016,"M"
"Grass",41,32,2016,"M"
"Grass",25,40,2016,"M"
"Grass",57,71,2016,"M"
"Grass",38,24,2016,"M"
"Grass",25,41,2016,"M"
"Grass",38,57,2016,"M"
"Grass",38,25,2016,"M"
"Grass",64,31,2016,"M"
"Clay",79,104,2016,"M"
"Clay",68,507,2016,"M"
"Clay",93,176,2016,"M"
"Clay",378,190,2016,"M"
"Clay",230,127,2016,"M"
"Clay",59,166,2016,"M"
"Clay",125,155,2016,"M"
"Clay",101,133,2016,"M"
"Clay",106,119,2016,"M"
"Clay",89,326,2016,"M"
"Clay",117,72,2016,"M"
"Clay",479,674,2016,"M"
"Clay",93,45,2016,"M"
"Clay",35,106,2016,"M"
"Clay",59,125,2016,"M"
"Clay",230,79,2016,"M"
"Clay",101,68,2016,"M"
"Clay",13,378,2016,"M"
"Clay",30,479,2016,"M"
"Clay",89,117,2016,"M"
"Clay",35,230,2016,"M"
"Clay",59,93,2016,"M"
"Clay",13,101,2016,"M"
"Clay",89,30,2016,"M"
"Clay",35,13,2016,"M"
"Clay",59,89,2016,"M"
"Clay",35,59,2016,"M"
"Clay",66,108,2016,"M"
"Clay",24,77,2016,"M"
"Clay",144,113,2016,"M"
"Clay",44,206,2016,"M"
"Clay",142,34,2016,"M"
"Clay",123,141,2016,"M"
"Clay",47,116,2016,"M"
"Clay",156,23,2016,"M"
"Clay",153,63,2016,"M"
"Clay",83,109,2016,"M"
"Clay",56,159,2016,"M"
"Clay",22,87,2016,"M"
"Clay",82,27,2016,"M"
"Clay",215,86,2016,"M"
"Clay",153,142,2016,"M"
"Clay",24,123,2016,"M"
"Clay",22,144,2016,"M"
"Clay",66,44,2016,"M"
"Clay",83,82,2016,"M"
"Clay",56,151,2016,"M"
"Clay",156,215,2016,"M"
"Clay",24,66,2016,"M"
"Clay",83,56,2016,"M"
"Clay",153,22,2016,"M"
"Clay",47,156,2016,"M"
"Clay",24,153,2016,"M"
"Clay",47,83,2016,"M"
"Clay",47,24,2016,"M"
"Grass",65,98,2016,"M"
"Grass",69,419,2016,"M"
"Grass",61,145,2016,"M"
"Grass",169,96,2016,"M"
"Grass",173,88,2016,"M"
"Grass",136,327,2016,"M"
"Grass",546,129,2016,"M"
"Grass",55,202,2016,"M"
"Grass",107,216,2016,"M"
"Grass",254,158,2016,"M"
"Grass",134,315,2016,"M"
"Grass",75,128,2016,"M"
"Grass",38,254,2016,"M"
"Grass",136,173,2016,"M"
"Grass",43,546,2016,"M"
"Grass",25,107,2016,"M"
"Grass",61,169,2016,"M"
"Grass",65,69,2016,"M"
"Grass",55,134,2016,"M"
"Grass",39,75,2016,"M"
"Grass",43,65,2016,"M"
"Grass",38,136,2016,"M"
"Grass",61,25,2016,"M"
"Grass",39,55,2016,"M"
"Grass",39,61,2016,"M"
"Grass",38,43,2016,"M"
"Grass",38,39,2016,"M"
"Clay",157,135,2016,"M"
"Clay",306,391,2016,"M"
"Clay",66,874,2016,"M"
"Clay",110,538,2016,"M"
"Clay",95,136,2016,"M"
"Clay",182,89,2016,"M"
"Clay",105,51,2016,"M"
"Clay",73,253,2016,"M"
"Clay",165,126,2016,"M"
"Clay",99,94,2016,"M"
"Clay",60,129,2016,"M"
"Clay",31,182,2016,"M"
"Clay",157,105,2016,"M"
"Clay",21,306,2016,"M"
"Clay",60,165,2016,"M"
"Clay",99,49,2016,"M"
"Clay",66,139,2016,"M"
"Clay",95,73,2016,"M"
"Clay",110,30,2016,"M"
"Clay",99,66,2016,"M"
"Clay",21,157,2016,"M"
"Clay",95,110,2016,"M"
"Clay",60,31,2016,"M"
"Clay",21,99,2016,"M"
"Clay",95,60,2016,"M"
"Clay",21,95,2016,"M"
"Clay",115,159,2016,"M"
"Clay",104,226,2016,"M"
"Clay",138,121,2016,"M"
"Clay",131,76,2016,"M"
"Clay",146,88,2016,"M"
"Clay",116,134,2016,"M"
"Clay",86,295,2016,"M"
"Clay",107,122,2016,"M"
"Clay",123,79,2016,"M"
"Clay",103,198,2016,"M"
"Clay",83,352,2016,"M"
"Clay",421,113,2016,"M"
"Clay",123,115,2016,"M"
"Clay",48,103,2016,"M"
"Clay",86,138,2016,"M"
"Clay",116,46,2016,"M"
"Clay",107,131,2016,"M"
"Clay",83,146,2016,"M"
"Clay",104,23,2016,"M"
"Clay",421,9,2016,"M"
"Clay",123,116,2016,"M"
"Clay",83,104,2016,"M"
"Clay",48,86,2016,"M"
"Clay",107,421,2016,"M"
"Clay",123,83,2016,"M"
"Clay",48,107,2016,"M"
"Clay",48,123,2016,"M"
"Clay",761,69,2016,"M"
"Clay",117,292,2016,"M"
"Clay",72,54,2016,"M"
"Clay",124,85,2016,"M"
"Clay",81,45,2016,"M"
"Clay",101,569,2016,"M"
"Clay",50,354,2016,"M"
"Clay",87,142,2016,"M"
"Clay",28,196,2016,"M"
"Clay",109,221,2016,"M"
"Clay",56,52,2016,"M"
"Clay",38,761,2016,"M"
"Clay",81,111,2016,"M"
"Clay",39,109,2016,"M"
"Clay",56,101,2016,"M"
"Clay",72,20,2016,"M"
"Clay",124,28,2016,"M"
"Clay",32,117,2016,"M"
"Clay",72,56,2016,"M"
"Clay",87,38,2016,"M"
"Clay",124,32,2016,"M"
"Clay",39,81,2016,"M"
"Clay",124,87,2016,"M"
"Clay",39,72,2016,"M"
"Clay",39,124,2016,"M"
"Hard",82,96,2016,"M"
"Hard",205,120,2016,"M"
"Hard",108,311,2016,"M"
"Hard",65,100,2016,"M"
"Hard",106,98,2016,"M"
"Hard",90,74,2016,"M"
"Hard",67,62,2016,"M"
"Hard",153,147,2016,"M"
"Hard",55,156,2016,"M"
"Hard",437,154,2016,"M"
"Hard",158,59,2016,"M"
"Hard",71,133,2016,"M"
"Hard",57,269,2016,"M"
"Hard",102,371,2016,"M"
"Hard",63,155,2016,"M"
"Hard",82,40,2016,"M"
"Hard",37,90,2016,"M"
"Hard",29,108,2016,"M"
"Hard",24,153,2016,"M"
"Hard",25,55,2016,"M"
"Hard",36,93,2016,"M"
"Hard",158,34,2016,"M"
"Hard",27,67,2016,"M"
"Hard",63,33,2016,"M"
"Hard",17,71,2016,"M"
"Hard",35,437,2016,"M"
"Hard",16,205,2016,"M"
"Hard",53,106,2016,"M"
"Hard",26,102,2016,"M"
"Hard",19,57,2016,"M"
"Hard",41,65,2016,"M"
"Hard",25,158,2016,"M"
"Hard",35,19,2016,"M"
"Hard",26,82,2016,"M"
"Hard",16,41,2016,"M"
"Hard",17,53,2016,"M"
"Hard",27,63,2016,"M"
"Hard",29,37,2016,"M"
"Hard",24,36,2016,"M"
"Hard",35,26,2016,"M"
"Hard",25,16,2016,"M"
"Hard",17,29,2016,"M"
"Hard",27,24,2016,"M"
"Hard",35,25,2016,"M"
"Hard",17,27,2016,"M"
"Hard",17,35,2016,"M"
"Hard",34,35,2016,"M"
"Hard",53,79,2016,"M"
"Hard",192,84,2016,"M"
"Hard",37,433,2016,"M"
"Hard",247,119,2016,"M"
"Hard",40,107,2016,"M"
"Hard",144,45,2016,"M"
"Hard",61,58,2016,"M"
"Hard",22,163,2016,"M"
"Hard",16,60,2016,"M"
"Hard",26,102,2016,"M"
"Hard",370,19,2016,"M"
"Hard",29,234,2016,"M"
"Hard",70,25,2016,"M"
"Hard",131,43,2016,"M"
"Hard",129,28,2016,"M"
"Hard",23,318,2016,"M"
"Hard",118,66,2016,"M"
"Hard",14,36,2016,"M"
"Hard",57,38,2016,"M"
"Hard",33,21,2016,"M"
"Hard",27,63,2016,"M"
"Hard",8,53,2016,"M"
"Hard",5,61,2016,"M"
"Hard",6,131,2016,"M"
"Hard",144,16,2016,"M"
"Hard",118,23,2016,"M"
"Hard",129,247,2016,"M"
"Hard",22,192,2016,"M"
"Hard",1,37,2016,"M"
"Hard",147,33,2016,"M"
"Hard",27,12,2016,"M"
"Hard",26,57,2016,"M"
"Hard",14,101,2016,"M"
"Hard",7,70,2016,"M"
"Hard",40,370,2016,"M"
"Hard",6,118,2016,"M"
"Hard",34,22,2016,"M"
"Hard",5,26,2016,"M"
"Hard",14,11,2016,"M"
"Hard",40,27,2016,"M"
"Hard",7,147,2016,"M"
"Hard",8,144,2016,"M"
"Hard",1,129,2016,"M"
"Hard",5,34,2016,"M"
"Hard",6,40,2016,"M"
"Hard",1,8,2016,"M"
"Hard",14,7,2016,"M"
"Hard",6,5,2016,"M"
"Hard",1,14,2016,"M"
"Hard",1,6,2016,"M"
"Hard",116,101,2016,"M"
"Hard",123,168,2016,"M"
"Hard",67,139,2016,"M"
"Hard",53,131,2016,"M"
"Hard",837,1809,2016,"M"
"Hard",97,82,2016,"M"
"Hard",78,52,2016,"M"
"Hard",119,114,2016,"M"
"Hard",406,219,2016,"M"
"Hard",127,89,2016,"M"
"Hard",48,70,2016,"M"
"Hard",837,28,2016,"M"
"Hard",53,116,2016,"M"
"Hard",17,67,2016,"M"
"Hard",60,119,2016,"M"
"Hard",97,38,2016,"M"
"Hard",78,127,2016,"M"
"Hard",48,406,2016,"M"
"Hard",18,123,2016,"M"
"Hard",97,78,2016,"M"
"Hard",18,48,2016,"M"
"Hard",837,53,2016,"M"
"Hard",17,60,2016,"M"
"Hard",18,97,2016,"M"
"Hard",17,837,2016,"M"
"Hard",18,17,2016,"M"
"Hard",55,39,2016,"M"
"Hard",361,122,2016,"M"
"Hard",144,114,2016,"M"
"Hard",47,46,2016,"M"
"Hard",73,38,2016,"M"
"Hard",137,213,2016,"M"
"Hard",130,567,2016,"M"
"Hard",52,529,2016,"M"
"Hard",72,101,2016,"M"
"Hard",48,198,2016,"M"
"Hard",135,66,2016,"M"
"Hard",361,73,2016,"M"
"Hard",55,130,2016,"M"
"Hard",137,29,2016,"M"
"Hard",47,144,2016,"M"
"Hard",48,52,2016,"M"
"Hard",72,20,2016,"M"
"Hard",24,135,2016,"M"
"Hard",18,395,2016,"M"
"Hard",55,137,2016,"M"
"Hard",72,48,2016,"M"
"Hard",24,47,2016,"M"
"Hard",18,361,2016,"M"
"Hard",18,55,2016,"M"
"Hard",24,18,2016,"M"
"Hard",49,32,2016,"M"
"Hard",294,12,2016,"M"
"Hard",122,47,2016,"M"
"Hard",19,29,2016,"M"
"Hard",364,53,2016,"M"
"Hard",14,35,2016,"M"
"Hard",34,31,2016,"M"
"Hard",16,26,2016,"M"
"Hard",68,54,2016,"M"
"Hard",13,107,2016,"M"
"Hard",15,58,2016,"M"
"Hard",91,62,2016,"M"
"Hard",21,36,2016,"M"
"Hard",11,48,2016,"M"
"Hard",23,43,2016,"M"
"Hard",44,109,2016,"M"
"Hard",18,133,2016,"M"
"Hard",22,38,2016,"M"
"Hard",45,33,2016,"M"
"Hard",42,17,2016,"M"
"Hard",102,27,2016,"M"
"Hard",46,50,2016,"M"
"Hard",104,20,2016,"M"
"Hard",7,68,2016,"M"
"Hard",9,91,2016,"M"
"Hard",4,122,2016,"M"
"Hard",10,364,2016,"M"
"Hard",6,22,2016,"M"
"Hard",11,44,2016,"M"
"Hard",34,18,2016,"M"
"Hard",5,19,2016,"M"
"Hard",21,13,2016,"M"
"Hard",23,294,2016,"M"
"Hard",49,16,2016,"M"
"Hard",24,15,2016,"M"
"Hard",14,45,2016,"M"
"Hard",8,46,2016,"M"
"Hard",2,104,2016,"M"
"Hard",102,42,2016,"M"
"Hard",34,4,2016,"M"
"Hard",23,10,2016,"M"
"Hard",49,5,2016,"M"
"Hard",21,7,2016,"M"
"Hard",6,102,2016,"M"
"Hard",2,24,2016,"M"
"Hard",14,8,2016,"M"
"Hard",34,23,2016,"M"
"Hard",6,9,2016,"M"
"Hard",2,21,2016,"M"
"Hard",2,6,2016,"M"
"Hard",14,34,2016,"M"
"Hard",14,2,2016,"M"
"Hard",116,79,2016,"M"
"Hard",67,61,2016,"M"
"Hard",78,88,2016,"M"
"Hard",72,65,2016,"M"
"Hard",52,69,2016,"M"
"Hard",57,76,2016,"M"
"Hard",77,272,2016,"M"
"Hard",63,199,2016,"M"
"Hard",85,105,2016,"M"
"Hard",48,344,2016,"M"
"Hard",54,124,2016,"M"
"Hard",82,84,2016,"M"
"Hard",53,98,2016,"M"
"Hard",68,66,2016,"M"
"Hard",81,86,2016,"M"
"Hard",50,71,2016,"M"
"Hard",15,67,2016,"M"
"Hard",52,43,2016,"M"
"Hard",17,77,2016,"M"
"Hard",116,39,2016,"M"
"Hard",49,78,2016,"M"
"Hard",68,32,2016,"M"
"Hard",81,33,2016,"M"
"Hard",44,57,2016,"M"
"Hard",20,53,2016,"M"
"Hard",31,50,2016,"M"
"Hard",72,36,2016,"M"
"Hard",35,85,2016,"M"
"Hard",48,25,2016,"M"
"Hard",47,54,2016,"M"
"Hard",21,82,2016,"M"
"Hard",15,52,2016,"M"
"Hard",72,68,2016,"M"
"Hard",81,116,2016,"M"
"Hard",49,20,2016,"M"
"Hard",17,44,2016,"M"
"Hard",47,21,2016,"M"
"Hard",35,31,2016,"M"
"Hard",81,15,2016,"M"
"Hard",49,42,2016,"M"
"Hard",17,72,2016,"M"
"Hard",35,47,2016,"M"
"Hard",17,35,2016,"M"
"Hard",49,81,2016,"M"
"Hard",49,17,2016,"M"
"Hard",238,31,2016,"M"
"Hard",37,66,2016,"M"
"Hard",209,48,2016,"M"
"Hard",106,202,2016,"M"
"Hard",57,74,2016,"M"
"Hard",68,69,2016,"M"
"Hard",162,38,2016,"M"
"Hard",50,92,2016,"M"
"Hard",87,251,2016,"M"
"Hard",108,77,2016,"M"
"Hard",40,154,2016,"M"
"Hard",55,89,2016,"M"
"Hard",238,68,2016,"M"
"Hard",10,209,2016,"M"
"Hard",37,106,2016,"M"
"Hard",55,162,2016,"M"
"Hard",28,57,2016,"M"
"Hard",14,87,2016,"M"
"Hard",18,108,2016,"M"
"Hard",40,50,2016,"M"
"Hard",28,55,2016,"M"
"Hard",10,37,2016,"M"
"Hard",18,238,2016,"M"
"Hard",14,40,2016,"M"
"Hard",10,28,2016,"M"
"Hard",18,14,2016,"M"
"Hard",18,10,2016,"M"
"Hard",83,62,2016,"M"
"Hard",85,63,2016,"M"
"Hard",27,102,2016,"M"
"Hard",255,32,2016,"M"
"Hard",35,117,2016,"M"
"Hard",144,323,2016,"M"
"Hard",73,47,2016,"M"
"Hard",34,101,2016,"M"
"Hard",53,227,2016,"M"
"Hard",33,61,2016,"M"
"Hard",46,90,2016,"M"
"Hard",3,85,2016,"M"
"Hard",16,83,2016,"M"
"Hard",34,201,2016,"M"
"Hard",35,255,2016,"M"
"Hard",33,73,2016,"M"
"Hard",9,46,2016,"M"
"Hard",27,144,2016,"M"
"Hard",53,6,2016,"M"
"Hard",9,35,2016,"M"
"Hard",16,34,2016,"M"
"Hard",27,53,2016,"M"
"Hard",3,33,2016,"M"
"Hard",27,9,2016,"M"
"Hard",3,16,2016,"M"
"Hard",27,3,2016,"M"
"Hard",70,111,2016,"M"
"Hard",93,178,2016,"M"
"Hard",73,41,2016,"M"
"Hard",63,105,2016,"M"
"Hard",101,34,2016,"M"
"Hard",62,131,2016,"M"
"Hard",45,98,2016,"M"
"Hard",35,66,2016,"M"
"Hard",31,150,2016,"M"
"Hard",32,258,2016,"M"
"Hard",193,96,2016,"M"
"Hard",36,39,2016,"M"
"Hard",101,62,2016,"M"
"Hard",21,73,2016,"M"
"Hard",27,93,2016,"M"
"Hard",70,35,2016,"M"
"Hard",32,36,2016,"M"
"Hard",45,15,2016,"M"
"Hard",31,63,2016,"M"
"Hard",10,193,2016,"M"
"Hard",101,27,2016,"M"
"Hard",32,45,2016,"M"
"Hard",21,70,2016,"M"
"Hard",31,10,2016,"M"
"Hard",101,32,2016,"M"
"Hard",31,21,2016,"M"
"Hard",101,31,2016,"M"
"Hard",120,233,2016,"M"
"Hard",43,69,2016,"M"
"Hard",190,172,2016,"M"
"Hard",52,436,2016,"M"
"Hard",55,53,2016,"M"
"Hard",115,57,2016,"M"
"Hard",77,232,2016,"M"
"Hard",80,85,2016,"M"
"Hard",38,103,2016,"M"
"Hard",224,179,2016,"M"
"Hard",81,61,2016,"M"
"Hard",114,97,2016,"M"
"Hard",120,43,2016,"M"
"Hard",55,14,2016,"M"
"Hard",18,190,2016,"M"
"Hard",224,38,2016,"M"
"Hard",81,114,2016,"M"
"Hard",22,115,2016,"M"
"Hard",9,80,2016,"M"
"Hard",52,77,2016,"M"
"Hard",18,120,2016,"M"
"Hard",224,55,2016,"M"
"Hard",81,22,2016,"M"
"Hard",9,52,2016,"M"
"Hard",9,81,2016,"M"
"Hard",9,18,2016,"M"
"Hard",13,19,2016,"M"
"Hard",18,68,2016,"M"
"Hard",54,73,2016,"M"
"Hard",16,63,2016,"M"
"Hard",4,39,2016,"M"
"Hard",2,94,2016,"M"
"Hard",25,180,2016,"M"
"Hard",24,10,2016,"M"
"Hard",43,32,2016,"M"
"Hard",45,99,2016,"M"
"Hard",6,60,2016,"M"
"Hard",38,22,2016,"M"
"Hard",17,29,2016,"M"
"Hard",64,27,2016,"M"
"Hard",50,57,2016,"M"
"Hard",20,23,2016,"M"
"Hard",54,18,2016,"M"
"Hard",13,43,2016,"M"
"Hard",24,25,2016,"M"
"Hard",2,45,2016,"M"
"Hard",20,16,2016,"M"
"Hard",4,64,2016,"M"
"Hard",6,50,2016,"M"
"Hard",38,17,2016,"M"
"Hard",13,24,2016,"M"
"Hard",2,54,2016,"M"
"Hard",6,38,2016,"M"
"Hard",20,4,2016,"M"
"Hard",2,13,2016,"M"
"Hard",2,20,2016,"M"
"Hard",34,33,2016,"M"
"Hard",11,37,2016,"M"
"Hard",46,131,2016,"M"
"Hard",5,81,2016,"M"
"Hard",14,96,2016,"M"
"Hard",106,53,2016,"M"
"Hard",52,41,2016,"M"
"Hard",89,58,2016,"M"
"Hard",15,107,2016,"M"
"Hard",21,47,2016,"M"
"Hard",30,31,2016,"M"
"Hard",35,44,2016,"M"
"Hard",8,92,2016,"M"
"Hard",173,91,2016,"M"
"Hard",36,9,2016,"M"
"Hard",11,46,2016,"M"
"Hard",14,52,2016,"M"
"Hard",89,175,2016,"M"
"Hard",36,35,2016,"M"
"Hard",8,30,2016,"M"
"Hard",21,173,2016,"M"
"Hard",14,34,2016,"M"
"Hard",11,89,2016,"M"
"Hard",15,36,2016,"M"
"Hard",8,21,2016,"M"
"Hard",14,11,2016,"M"
"Hard",15,8,2016,"M"
"Hard",15,14,2016,"M"
"Hard",40,251,2016,"M"
"Hard",50,27,2016,"M"
"Hard",158,30,2016,"M"
"Hard",182,22,2016,"M"
"Hard",24,33,2016,"M"
